week,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
0000-00,0.0,0.0,0.0,0.0,8.0
2022-05,-0.10366845055220347,0.16620098671999622,-0.0909897733556353,0.9031789455228825,4.0
2022-08,-0.9951475328925266,1.5445236549948602,-0.6581580673111349,0.0,2.0
2022-10,0.5120907738194016,0.9574904549094526,-0.6581580673111349,1.0,2.0
2022-11,0.561402545327516,0.6567705761368261,-0.5994078249550134,0.08308538953273321,2.0
2022-13,-0.6448199839336362,0.27046171961130605,-0.3105937105993395,0.007967757582587979,2.0
2022-14,-1.3766339747505216,2.4286949583002153,-0.607789909715116,1.0,2.0
2022-16,-1.0932892617656063,1.0,-0.5763539780776887,1.0,1.0
2022-17,-0.3314861385603999,1.112322768945585,-0.5614932016703823,0.13143203024665973,6.0
2022-18,0.8614958223622985,1.0,-0.6581580673111349,1.0,1.0
2022-19,0.6710807948945691,2.4935004372083824,-0.3222864788612915,1.0,2.0
2022-21,0.16291949764439576,0.5732119834777716,0.21244928396936136,1.2315489685665928,4.0
2022-23,-0.7023039651899003,1.0,1.244524042427726,1.0,1.0
2022-24,-0.4425307586542327,0.7362649394157084,0.22183263394545447,0.9881937816241672,5.0
2022-25,0.37677964200976544,0.9804177310166535,-0.6963707512030132,0.0702989294824437,5.0
2022-26,0.256567860769352,0.5423397793737045,-0.5535364502905055,0.14573235885444188,5.0
2022-27,-0.5886390746619196,0.788538572475409,-0.24321868015865836,0.7376294278859905,10.0
2022-28,0.02020439256792455,1.0464648986947187,-0.4720036883100422,0.43910496983492203,18.0
2022-29,-0.37087754132771794,0.8623690243901977,-0.37785033816983815,0.5846647571149719,12.0
2022-30,-0.18726011637111892,0.8445819366807316,0.5067338282869916,1.7225810898268163,11.0
2022-31,-0.463051738614805,0.5812061913701146,0.5615943714280757,1.6740512762368553,8.0
2022-32,-0.1314227159116569,0.9870534244314895,-0.0004584520231069404,0.9259996286513819,6.0
2022-33,-0.4716849576885489,0.27918969558902706,0.5992284940050692,1.3807913868667132,2.0
2022-34,-0.21629147849829936,0.8230709646660367,-0.10156250239262267,0.9348576120346762,7.0
2022-35,-0.7151481909767218,0.6651983462282668,-0.009411875814910209,1.0159675052136408,2.0
2022-36,-0.4271242361825894,1.065558678310122,-0.39037131519458257,0.5645946025382635,7.0
2022-37,0.26969139662286545,1.099709230066649,0.5193439015900567,0.987503802211203,4.0
2022-38,-0.6744579153163975,0.9322218723492394,-0.4652315190272223,0.4184478527200734,14.0
2022-39,-0.27133977606023013,0.9457072544356212,-0.16683897634047157,0.8503463920606027,98.0
2022-40,-0.17541496665332051,0.8283077239377192,-0.021377172967120536,1.0352065216152748,119.0
2022-41,0.1030446746630944,1.0097602635957164,-0.0450415262659109,0.9713375135190372,213.0
2022-42,0.057057653539392475,0.9725144515539783,-0.038397726273691014,0.9342348845705862,290.0
2022-43,-0.033352158768163574,0.928065795747359,0.04089822696998359,1.0502847826580248,263.0
2022-44,0.11553786518288495,0.9676309629416012,-0.031410370699881715,0.9960918441811469,310.0
2022-45,0.07127866942478173,1.038133673476145,0.02868413876436474,0.967261059024439,243.0
2022-46,0.07763516936328703,1.0441447580768657,-0.13754025822053778,0.8356894332407475,314.0
2022-47,-0.020955672474307067,0.9743161854333211,-0.06209977079940342,0.9237222096187786,269.0
2022-48,0.04616187980421176,0.9970675446346408,-0.11411714955543076,0.8437543583460605,205.0
2022-49,-0.0670537944501161,0.9895646438081818,-0.029373981487766977,0.9777719110567948,204.0
2022-50,-0.043736870611749835,1.0125769466847736,0.08375775862289805,1.0562881352300957,328.0
2022-51,0.005588320362451881,1.0172610082259501,-0.016321378014672573,0.9817224922373794,275.0
2022-52,0.13959968965354833,1.027012155680728,0.04046114125706032,1.0636286852819645,106.0
2023-00,0.347715338090031,0.6931543959242543,-0.334009768191644,0.5220710983307392,9.0
2023-01,0.10315873538279748,0.9293707006928529,-0.008867121653518925,1.0477696904541225,114.0
2023-02,-0.12760872814797272,0.9282603009298254,-0.1577125846918483,0.8172784492567751,101.0
2023-03,0.30725377684964766,1.0282695146195802,-0.012731333823100712,1.1047560961120482,165.0
2023-04,-0.02329355017467358,1.0489119958932602,-0.03123705182840349,0.9273080646483762,137.0
2023-05,0.0930325232715158,1.0288442260239152,0.005757570004841456,1.0002996974454872,151.0
2023-06,0.008700687754777534,1.019780499803287,0.162640218528406,1.2152067930608457,101.0
2023-07,0.05652325499781339,0.9137606614227898,0.18548687092200594,1.1487942145361716,138.0
2023-08,0.0031511842303844004,0.9066300951513657,0.07892972800515488,1.0115443894529574,131.0
2023-09,-0.13539315259031126,0.895673090212766,0.101382388421363,1.0326053780910736,203.0
2023-10,-0.03265878015675735,0.9393121873923871,0.0303635352974594,1.0828604051541062,183.0
2023-11,0.13257977742754867,1.0299645084746138,0.0010676459273626967,0.9625876898496967,143.0
2023-12,-0.0703203976406787,0.9863370348968976,-0.04604469873546316,0.9266515528723431,163.0
2023-13,-0.2884982255226424,0.8107038043189082,0.05138172571980202,1.129422261392026,145.0
2023-14,0.1031094070951737,0.9999246284074765,0.06666410778791344,1.1024548427668368,136.0
2023-15,-0.009998996023306703,0.8997537681092102,0.11488032238925429,1.0965405491029792,97.0
2023-16,0.0204567117696545,0.9807109422015008,0.09776824988231139,1.1210697240052867,116.0
2023-17,-0.01599938233251201,0.792946724675539,-0.015361404226284708,0.9756608464812171,103.0
2023-18,-0.00766430510602764,0.9008874849806833,-0.0530156288870266,0.9658366983119275,138.0
2023-19,-0.05816086930836898,0.7911349713778177,0.10484505459797015,1.0669303635212217,120.0
2023-20,-0.1287671990067437,1.0464730270655729,-0.07318377135534039,0.8071292963605895,186.0
2023-21,0.0875101371553203,1.137306326481244,0.024760358254611994,1.0722502685615982,101.0
2023-22,0.11597859960405021,0.9494319510175698,-0.10661028692374894,0.8325128998806469,115.0
2023-23,0.10994602218214136,0.8473924586820796,-0.1272241732408823,0.8835498870554244,154.0
2023-24,-0.006006111291093827,1.0283273770756323,-0.06762799713749776,0.8926020693746053,166.0
2023-25,-0.0029393851439852943,1.012037133963667,-0.05557321095377587,0.8660198637070488,140.0
2023-26,-0.10170986824733161,0.9074440738195353,-0.004211056689154852,0.9625651406171001,166.0
2023-27,-0.020374094373463877,1.097986116128678,-0.12288197482668392,0.8713094925240857,150.0
2023-28,0.16072813564283675,1.0221464714078394,-0.04798097222920043,0.918575333817629,111.0
2023-29,-0.08116802430108117,0.9632484344952937,0.12517907899261901,1.0769889906639762,109.0
2023-30,0.011471961456685721,0.894206448815527,-0.20947399607862094,0.8343172233416192,127.0
2023-31,0.0213860484221369,0.9920261986743553,-0.09496323515069943,0.8681702287511964,107.0
2023-32,-0.0625943197094255,1.0789268559663046,-0.042718687992461896,0.8761293563738018,137.0
2023-33,-0.05914372479713967,1.131068246103908,0.004591166226502201,1.0776001661982586,87.0
2023-34,0.1335341620263984,1.1912592534091448,0.011744337274893827,0.9605760558548768,87.0
2023-35,0.07174410910516285,0.94663870311981,0.06521732445650717,1.0005883571239143,146.0
2023-36,-0.18278378978650073,0.9262464245142605,0.0327126939539064,0.9903660781903316,112.0
