,summary,Wetterereignisse,Landwirtschaft,Energie,Stadt,word
microsoft-mitbegründer bill,1.8310794723750965,-0.015805627286199886,0.19162994100438932,-0.0061072739752551924,0.026691341519506123,microsoft-mitbegründer bill
gates sei,1.878952441045678,-0.04161436805799368,0.16582120023259544,0.0027790395865219366,0.000882600747712467,gates sei
sei langfristig,1.9269598120672218,-0.06684349276057833,0.14059207553001074,0.011174051101156017,-0.02434652395487226,sei langfristig
langfristig gute,2.1593628035185106,-0.18071313853073287,0.026722429759856326,0.04578286354116398,-0.13821616972502693,langfristig gute
der gasmangel,2.8543974268777212,-0.4597607206712474,-0.252325152380658,0.11220500707721681,-0.4172637518655413,der gasmangel
unerschwingliche,2.118632485674243,-0.1616707853461793,0.04576478294440963,0.040345775162459976,-0.11917381654047328,unerschwingliche
gasmangel unerschwinglich,2.118632485674243,-0.1616707853461793,0.04576478294440963,0.040345775162459976,-0.11917381654047328,gasmangel unerschwinglich
Angebote,1.9269598120672218,-0.06684349276057833,0.14059207553001074,0.011174051101156017,-0.02434652395487226,Angebote
unerschwinglich angebot,1.9269598120672218,-0.06684349276057833,0.14059207553001074,0.011174051101156017,-0.02434652395487226,unerschwinglich angebot
Energiemärkten,1.8386531321651047,-0.019933268920692304,0.18750229936989693,-0.004665255090859309,0.022563699885013694,Energiemärkten
angebot energiemarkt,1.8386531321651047,-0.019933268920692304,0.18750229936989693,-0.004665255090859309,0.022563699885013694,angebot energiemarkt
energiemarkt land,1.7640733614549227,0.02147449642749128,0.22891006471808054,-0.019503473257600042,0.06397146523319745,energiemarkt land
Umstieg,1.7427932663137022,0.03361088973719431,0.2410464580277835,-0.02401364700117873,0.07610785854290035,Umstieg
land umstieg,1.7427932663137022,0.03361088973719431,0.2410464580277835,-0.02401364700117873,0.07610785854290035,land umstieg
umstieg erneuerbar,1.7236299807164308,0.044667520422900765,0.25210308871348996,-0.0281885681607252,0.08716448922860691,umstieg erneuerbar
bewegen,2.1814857097552727,-0.19090612163556628,0.01652944665502295,0.04863909594756478,-0.14840915282986014,bewegen
energie beweg,1.69711451131079,0.060170578623600035,0.2676061469141891,-0.034150860864354954,0.10266754742930596,energie beweg
Milliardär,1.6810842048132961,0.0696610960058383,0.2770966642964273,-0.037864604232123476,0.11215806481154426,Milliardär
beweg milliardär,1.6810842048132961,0.0696610960058383,0.2770966642964273,-0.037864604232123476,0.11215806481154426,beweg milliardär
energiekrise behörde,1.8952811854407627,-0.05026716907139041,0.1571683992191988,0.005690139472723021,-0.007770200265684491,energiekrise behörde
vorsichtig,2.6813950396933257,-0.3972371550155739,-0.1898015867249847,0.09923941944434173,-0.35474018620986797,vorsichtig
behörde vorsichtig,1.9493840963394033,-0.07841343338038326,0.12902213491020592,0.014930803993845127,-0.035916464574677266,behörde vorsichtig
optimistisch,4.046260047846424,-0.8086929682305706,-0.6012573999399814,0.16935188882276303,-0.7661959994248646,optimistisch
vorsichtig optimistisch,2.7284159199222175,-0.4146211504007595,-0.20718558211017024,0.10294322938873117,-0.3721241815950533,vorsichtig optimistisch
optimistisch gasversorgung,2.8543974268777212,-0.4597607206712474,-0.252325152380658,0.11220500707721681,-0.4172637518655413,optimistisch gasversorgung
August,2.5348157851272894,-0.3410209245401141,-0.133585356249525,0.08671040412838327,-0.2985239557344081,August
winter august,1.9575622715693297,-0.08259991888823302,0.12483564940235622,0.016276044268060116,-0.040102950082527004,winter august
august bundesnetzagentur,1.9946291463582357,-0.1013581002383925,0.10607746805219676,0.022213258337518322,-0.05886113143268643,august bundesnetzagentur
Gas-Mangellage,2.8543974268777212,-0.4597607206712474,-0.252325152380658,0.11220500707721681,-0.4172637518655413,Gas-Mangellage
bundesnetzagentur gas-mangellag,2.8543974268777212,-0.4597607206712474,-0.252325152380658,0.11220500707721681,-0.4172637518655413,bundesnetzagentur gas-mangellag
gas-mangellag bereits,2.1006839613955837,-0.15316294633093713,0.05427262195965209,0.03787313889072845,-0.11066597752523105,gas-mangellag bereits
bereits november,1.966139949994768,-0.08697216306257685,0.12046340522801233,0.017673058161404843,-0.04447519425687087,bereits november
november möglich,1.878952441045678,-0.04161436805799368,0.16582120023259544,0.0027790395865219366,0.000882600747712467,november möglich
Befürchtung,1.7903390499467118,0.00669502597943621,0.21413059427002543,-0.014111240295812634,0.04919199478514224,Befürchtung
diese befürchtung,1.7903390499467118,0.00669502597943621,0.21413059427002543,-0.014111240295812634,0.04919199478514224,diese befürchtung
Tisch,1.7640733614549227,0.02147449642749128,0.22891006471808054,-0.019503473257600042,0.06397146523319745,Tisch
befürchtung tisch,1.7640733614549227,0.02147449642749128,0.22891006471808054,-0.019503473257600042,0.06397146523319745,befürchtung tisch
nur vier,1.850860561737843,-0.02655065816614313,0.18088491012444607,-0.0023701038915122305,0.01594631063956282,nur vier
vier szenario,1.8738794583037823,-0.03891081726334021,0.16852475102724893,0.0018625427029818288,0.003586151542365784,vier szenario
szenario geh,1.9341085975332157,-0.07054650595613762,0.13688906233445167,0.012382689565772714,-0.028049537150431625,szenario geh
geh behörde,2.0163633941899404,-0.11219554774596362,0.09524002054462562,0.025577357679958352,-0.06969857894025766,geh behörde
behörde wenig,2.3464781109647763,-0.26381548655872317,-0.05637991826813396,0.06802508333549176,-0.22131851775301714,behörde wenig
wenig gas,6.196829033431288,-0.29398879466153843,-1.0275021054327649,0.07472941488607265,-0.11226887406677898,wenig gas
Bonn,2.451026394456035,-0.3074068320662011,-0.09997126377561198,0.0787947375963643,-0.2649098632604951,Bonn
die bundesnetzagentur,5.194592395727873,-1.0585181193191713,-0.8510825510285821,0.1983345332064046,-1.016021150513465,die bundesnetzagentur
bundesnetzagentur blick,1.8896421813957593,-0.047287447861348704,0.16014812042924056,0.004691456156549064,-0.0047904790556424996,bundesnetzagentur blick
leichtem,1.8896421813957593,-0.047287447861348704,0.16014812042924056,0.004691456156549064,-0.0047904790556424996,leichtem
blick leicht,1.8896421813957593,-0.047287447861348704,0.16014812042924056,0.004691456156549064,-0.0047904790556424996,blick leicht
Optimismus,1.9493840963394033,-0.07841343338038326,0.12902213491020592,0.014930803993845127,-0.035916464574677266,Optimismus
leicht optimismus,1.9493840963394033,-0.07841343338038326,0.12902213491020592,0.014930803993845127,-0.035916464574677266,leicht optimismus
optimismus deutschland,2.1381144526858202,-0.17082430249026218,0.036611265800327,0.042975958276845146,-0.1283273336845561,optimismus deutschland
deutschland gasversorgung,2.8543974268777212,-0.4597607206712474,-0.252325152380658,0.11220500707721681,-0.4172637518655413,deutschland gasversorgung
gasversorgung anstehend,2.068651390068485,-0.1377968513013011,0.06963871698928809,0.03333776477522412,-0.09529988249559512,gasversorgung anstehend
Bonner,1.8689743440057431,-0.036289759981772814,0.17114580830881637,0.0009708364042161401,0.00620720882393303,Bonner
die bonner,1.8689743440057431,-0.036289759981772814,0.17114580830881637,0.0009708364042161401,0.00620720882393303,die bonner
bonner behörde,1.8386531321651047,-0.019933268920692304,0.18750229936989693,-0.004665255090859309,0.022563699885013694,bonner behörde
veröffentlichte,1.810650547359285,-0.0045861578592449785,0.2028494104313442,-0.010067762219428027,0.03791081094646124,veröffentlichte
behörde veröffentlich,1.810650547359285,-0.0045861578592449785,0.2028494104313442,-0.010067762219428027,0.03791081094646124,behörde veröffentlich
Prognosepapier,1.7598834615098404,0.023852449467181996,0.23128801775777125,-0.020381275967425883,0.06634941827288804,Prognosepapier
veröffentlich prognosepapier,1.7598834615098404,0.023852449467181996,0.23128801775777125,-0.020381275967425883,0.06634941827288804,veröffentlich prognosepapier
verschiedenen,1.7265825078249049,0.042956015500230926,0.25039158379081994,-0.027538144428070458,0.08545298430593683,verschiedenen
prognosepapier verschieden,1.7265825078249049,0.042956015500230926,0.25039158379081994,-0.027538144428070458,0.08545298430593683,prognosepapier verschieden
verschieden szenario,1.7075787729849294,0.05402359635528774,0.261459164645877,-0.03177147752617774,0.09652056516099373,verschieden szenario
+1990,1.6887325429022622,0.06512176832441688,0.272557336615006,-0.03608219677203279,0.10761873713012288,+1990
szenario +1990,1.6887325429022622,0.06512176832441688,0.272557336615006,-0.03608219677203279,0.10761873713012288,szenario +1990
+1990 chars,1.6829334074402333,0.06856169461955562,0.27599726291014476,-0.03743187972632943,0.11105866342526163,+1990 chars
Katar-Experte,1.591973481584055,0.12412561128669296,0.3315611795772823,-0.060159960066061335,0.1666225800923992,Katar-Experte
katar-expert interview,1.596429904938408,0.12133021452155669,0.3287657828121458,-0.05897336326688188,0.16382718332726284,katar-expert interview
Katar-,1.591973481584055,0.12412561128669296,0.3315611795772823,-0.060159960066061335,0.1666225800923992,Katar-
interview katar,1.591973481584055,0.12412561128669296,0.3315611795772823,-0.060159960066061335,0.1666225800923992,interview katar
WM-Boykotte,1.6033789265832916,0.11698680969001718,0.32442237798060636,-0.05713900557178341,0.15948377849572332,WM-Boykotte
katar wm-boykotte,1.6033789265832916,0.11698680969001718,0.32442237798060636,-0.05713900557178341,0.15948377849572332,katar wm-boykotte
halte,1.6071875986214168,0.11461422292387302,0.32204979121446226,-0.056141759374747094,0.1571111917295793,halte
wm-boykotte halt,1.6071875986214168,0.11461422292387302,0.32204979121446226,-0.056141759374747094,0.1571111917295793,wm-boykotte halt
halt falsch,1.611956712241352,0.11165125099811876,0.31908681928870775,-0.05490106930760786,0.15414821980382476,halt falsch
Mathias,2.3370479599153025,-0.25978853607300273,-0.052352967782413606,0.06700026453505778,-0.21729156726729662,Mathias
falsch mathias,1.614856746124917,0.10985379062318011,0.3172893589137692,-0.05415095232466485,0.15235075942888618,falsch mathias
Brüggmann,2.2104987217320615,-0.20411811473934,0.0033174535512491537,0.052286360110964096,-0.1616211459336339,Brüggmann
mathias brüggmann,2.2104987217320615,-0.20411811473934,0.0033174535512491537,0.052286360110964096,-0.1616211459336339,mathias brüggmann
bereist,2.121568391738705,-0.16305558131151868,0.04437998697907062,0.040745677250817826,-0.12055861250581257,bereist
brüggmann bereis,2.121568391738705,-0.16305558131151868,0.04437998697907062,0.040745677250817826,-0.12055861250581257,brüggmann bereis
Journalist,2.0577313339239107,-0.13250404044602085,0.07493152784456829,0.03175452313805008,-0.0900070716403147,Journalist
bereis journalist,2.0577313339239107,-0.13250404044602085,0.07493152784456829,0.03175452313805008,-0.0900070716403147,bereis journalist
journalist seit,2.0196231729107494,-0.11381090467317148,0.09362466361741767,0.02607471192566186,-0.07131393586746534,journalist seit
Jahrzehnten,2.0063067995439234,-0.10719557752088138,0.10023999076970798,0.024031230010878233,-0.06469860871517534,Jahrzehnten
seit jahrzehnt,2.0063067995439234,-0.10719557752088138,0.10023999076970798,0.024031230010878233,-0.06469860871517534,seit jahrzehnt
Nahen,2.2840922557197527,-0.23686864187584036,-0.02943307358525116,0.06106753920704046,-0.19437167307013425,Nahen
jahrzehnt nah,1.9748329400611169,-0.0913837661908478,0.11605180209974143,0.01907450843441157,-0.04888679738514179,jahrzehnt nah
Osten,3.1263676412756887,0.4631267910327088,-0.3433362230935618,-0.05036971970380854,-0.5082748225784449,Osten
nah osten,2.265498530244326,-0.22869479509560386,-0.021259226805014797,0.05890994835751025,-0.18619782628989798,nah osten
jüngst,2.250973361993814,-0.22226268672650296,-0.014827118435913587,0.057196354950774755,-0.17976571792079685,jüngst
osten jüngst,1.9514387684488395,-0.07946688921299781,0.1279686790775912,0.015270011239425944,-0.03696992040729179,osten jüngst
jüngst buch,1.9437801297730146,-0.07553455639942128,0.13190101189116799,0.014001406748250176,-0.033037587593715355,jüngst buch
buch katar,2.0385313733442296,-0.12312959229182201,0.0843059759987672,0.028923450354776118,-0.08063262348611593,buch katar
veröffentlicht,1.9378075732927786,-0.07245717587856118,0.13497839241202794,0.013004002352481751,-0.029960207072855193,veröffentlicht
katar veröffentlich,1.9378075732927786,-0.07245717587856118,0.13497839241202794,0.013004002352481751,-0.029960207072855193,katar veröffentlich
Winter-Fußball-WM,1.9575622715693297,-0.08259991888823302,0.12483564940235622,0.016276044268060116,-0.040102950082527004,Winter-Fußball-WM
die winter-fußball-wm,1.9575622715693297,-0.08259991888823302,0.12483564940235622,0.016276044268060116,-0.040102950082527004,die winter-fußball-wm
Emirat,2.0079213399489144,-0.10799998645627172,0.09943558183431744,0.02428065907130855,-0.06550301765056565,Emirat
winter-fußball-wm emirat,2.0079213399489144,-0.10799998645627172,0.09943558183431744,0.02428065907130855,-0.06550301765056565,winter-fußball-wm emirat
anschauen,2.0724047227994378,-0.13960959358561267,0.06782597470497677,0.03387751462903157,-0.0971126247799066,anschauen
emirat anschau,2.0724047227994378,-0.13960959358561267,0.06782597470497677,0.03387751462903157,-0.0971126247799066,emirat anschau
auch halt,2.0088093633389916,-0.10844214873706305,0.09899341955352615,0.02441765171575139,-0.06594517993135687,auch halt
halt wenig,1.8348133704881922,-0.017842729604454866,0.18959283868613447,-0.005394595026574444,0.02465423920125119,halt wenig
Katar-Boykotten,1.878952441045678,-0.04161436805799368,0.16582120023259544,0.0027790395865219366,0.000882600747712467,Katar-Boykotten
wenig katar-boykotte,1.878952441045678,-0.04161436805799368,0.16582120023259544,0.0027790395865219366,0.000882600747712467,wenig katar-boykotte
katar-boykotte werb,2.0408282296253315,-0.12425567910316598,0.08317988918742307,0.02926535688473548,-0.08175871029745994,katar-boykotte werb
werb schnell,2.236935893153302,-0.21600698331507404,-0.00857141502448495,0.05551630348690808,-0.17351001450936812,werb schnell
Gas-Liefer…,2.8543974268777212,-0.4597607206712474,-0.252325152380658,0.11220500707721681,-0.4172637518655413,Gas-Liefer…
schnell gas-liefer…,2.8543974268777212,-0.4597607206712474,-0.252325152380658,0.11220500707721681,-0.4172637518655413,schnell gas-liefer…
gas-liefer… mathias,2.1593628035185106,-0.18071313853073287,0.026722429759856326,0.04578286354116398,-0.13821616972502693,gas-liefer… mathias
halt er…,1.6317114182416865,0.0994706274253244,0.3069061957159136,-0.04985499269637461,0.14196759623103045,halt er…
+7476,1.6293553545919657,0.10091559266141722,0.30835116095200643,-0.050449068091382214,0.14341256146712328,+7476
er… +7476,1.6293553545919657,0.10091559266141722,0.30835116095200643,-0.050449068091382214,0.14341256146712328,er… +7476
+7476 chars,1.6266321417643723,0.1025883346271761,0.3100239029177653,-0.051138305434072856,0.1450853034328822,+7476 chars
bundesnetzagentur gaskrise,2.8543974268777212,-0.4597607206712474,-0.252325152380658,0.11220500707721681,-0.4172637518655413,bundesnetzagentur gaskrise
gaskrise nur,2.2083716691125352,-0.20315540137792715,0.004280166912662076,0.052022667264938274,-0.1606584325722211,gaskrise nur
nur kalt,1.984633053682739,-0.0963339961711357,0.11110157211945347,0.020637404576990447,-0.053837027365429606,nur kalt
winter eng,1.846671064949042,-0.024284552555902762,0.18315101573468634,-0.003153770002612158,0.018212416249803205,winter eng
Dank,3.9971683382175094,-0.7964861537101081,-0.5890505854195188,0.16771680014703486,-0.7539891849044019,Dank
eng dank,1.8310794723750965,-0.015805627286199886,0.19162994100438932,-0.0061072739752551924,0.026691341519506123,eng dank
dank voll,1.8015363060985543,0.00046023701039680387,0.20789580530098592,-0.011868868120680807,0.04295720581610288,dank voll
voll speicher,2.5957286413238796,-0.36476722256829286,-0.15733165427770351,0.09210806723477617,-0.3222702537625867,voll speicher
rÃ¼cklÃ¤ufigen,2.403633295766752,-0.28788142456544996,-0.08044585627486071,0.07404310175456037,-0.24538445575974377,rÃ¼cklÃ¤ufigen
speicher rã¼cklã¤ufig,1.7463630809371011,0.03156465533912737,0.2390002236297166,-0.0232479429755306,0.07406162414483354,speicher rã¼cklã¤ufig
rã¼cklã¤ufig verbrauch,1.7221860746307391,0.04550558382907817,0.2529411521196672,-0.0285076185070525,0.08800255263478417,rã¼cklã¤ufig verbrauch
stehe,1.734367666594465,0.0384571515998371,0.24589271989042633,-0.025835743385874584,0.08095412040554315,stehe
verbrauch steh,1.734367666594465,0.0384571515998371,0.24589271989042633,-0.025835743385874584,0.08095412040554315,verbrauch steh
steh deutschland,1.7445631167847877,0.03259587983937514,0.24003144812996446,-0.023633559629410807,0.07509284864508124,steh deutschland
deutschland mittlerweile,1.7684257909860774,0.019010274047922673,0.22644584233851192,-0.018596833842228478,0.06150724285362876,deutschland mittlerweile
mittlerweile gut,1.8015363060985543,0.00046023701039680387,0.20789580530098592,-0.011868868120680807,0.04295720581610288,mittlerweile gut
gut sag,1.8386531321651047,-0.019933268920692304,0.18750229936989693,-0.004665255090859309,0.022563699885013694,gut sag
PrÃ¤sident,1.878952441045678,-0.04161436805799368,0.16582120023259544,0.0027790395865219366,0.000882600747712467,PrÃ¤sident
sag prã¤sident,1.878952441045678,-0.04161436805799368,0.16582120023259544,0.0027790395865219366,0.000882600747712467,sag prã¤sident
prã¤sident bundesnetzagentur,2.005187578383234,-0.10663757041216451,0.10079799787842457,0.023858050103074232,-0.06414060160645839,prã¤sident bundesnetzagentur
Gasmangellage,8.779168113151897,-1.5832816139518686,-1.3758460456612793,0.12732220170630942,0.20841909104689507,Gasmangellage
eine gasmangellag,2.8543974268777212,-0.4597607206712474,-0.252325152380658,0.11220500707721681,-0.4172637518655413,eine gasmangellag
gasmangellag sei,2.118632485674243,-0.1616707853461793,0.04576478294440963,0.040345775162459976,-0.11917381654047328,gasmangellag sei
auszuschlieÃŸen,1.8952811854407627,-0.05026716907139041,0.1571683992191988,0.005690139472723021,-0.007770200265684491,auszuschlieÃŸen
sei auszuschlieãÿ,1.8952811854407627,-0.05026716907139041,0.1571683992191988,0.005690139472723021,-0.007770200265684491,sei auszuschlieãÿ
angesichts rã¼cklã¤ufig,2.1006839613955837,-0.15316294633093713,0.05427262195965209,0.03787313889072845,-0.11066597752523105,angesichts rã¼cklã¤ufig
Gasverbrauchs,7.904579342416749,-1.4783422138562838,-1.2709066455656945,0.23226160180189423,-1.4358452450505776,Gasverbrauchs
rã¼cklã¤ufig gasverbrauch,2.8543974268777212,-0.4597607206712474,-0.252325152380658,0.11220500707721681,-0.4172637518655413,rã¼cklã¤ufig gasverbrauch
gasverbrauch fast,2.0542731207552087,-0.13082203157558553,0.07661353671500372,0.031249098037262363,-0.08832506276987935,gasverbrauch fast
speicher blick,1.878952441045678,-0.04161436805799368,0.16582120023259544,0.0027790395865219366,0.000882600747712467,speicher blick
blick bundesnetzagentur,1.8310794723750965,-0.015805627286199886,0.19162994100438932,-0.0061072739752551924,0.026691341519506123,blick bundesnetzagentur
zuversichtlicher,1.7776625507160204,0.013800713692976151,0.22123628198356524,-0.016690149253955344,0.05629768249868224,zuversichtlicher
bundesnetzagentur zuversichtlich,1.7776625507160204,0.013800713692976151,0.22123628198356524,-0.016690149253955344,0.05629768249868224,bundesnetzagentur zuversichtlich
zuversichtlich kommend,1.7876935510619747,0.008173771235175277,0.21560933952576425,-0.01464587446987019,0.05067074004088118,zuversichtlich kommend
kommend winter,3.5903794098343114,-0.689157840832815,-0.48172227254222594,0.15231716167130083,-0.6466608720271089,kommend winter
bei besonders,1.8642280096917963,-0.03374699030490211,0.17368857798568704,0.00010276433835546804,0.008749978500803782,bei besonders
besonders niedrig,1.9201068676122566,-0.0632808034317327,0.14415476485885653,0.010005593400363019,-0.020783834626026745,besonders niedrig
Gasmangâ€¦,2.8543974268777212,-0.4597607206712474,-0.252325152380658,0.11220500707721681,-0.4172637518655413,Gasmangâ€¦
temperatur gasmangâ€¦,2.8543974268777212,-0.4597607206712474,-0.252325152380658,0.11220500707721681,-0.4172637518655413,temperatur gasmangâ€¦
+2675,2.1593628035185106,-0.18071313853073287,0.026722429759856326,0.04578286354116398,-0.13821616972502693,+2675
gasmangâ€¦ +2675,2.1593628035185106,-0.18071313853073287,0.026722429759856326,0.04578286354116398,-0.13821616972502693,gasmangâ€¦ +2675
+2675 chars,2.0542731207552087,-0.13082203157558553,0.07661353671500372,0.031249098037262363,-0.08832506276987935,+2675 chars
prozent senk,3.1998248026244323,-0.5739960178533227,-0.3665604495627337,-0.015634019982638546,0.5838629563872433,prozent senk
senk studie,2.2801693410104416,-0.23514967130759182,-0.027714103017002684,-0.17919236276347827,0.9356430062237701,senk studie
studie energiesicherheit,2.2371150675152434,-0.21608707822843656,-0.00865150993784743,-0.19792595876612046,0.97147604561655,studie energiesicherheit
energiesicherheit deutschland,2.4161641098496527,-0.2930811627542558,-0.0856455944636665,-0.1219465466777306,0.8097700035238427,energiesicherheit deutschland
deutschland immer,2.463607199097312,-0.31252657573873155,-0.10509100744814255,-0.1670908560897419,0.9432960040217778,deutschland immer
immer wenig,2.8010457133337803,-0.4408927752330288,-0.2334572069424397,-0.10905220533881387,0.8454199929582351,immer wenig
eingespart,2.9210818156610965,-0.48285399120937905,-0.2754184229187899,-0.09671732123634944,0.8276147628454004,eingespart
Neue,2.867966985307993,0.3132841199342218,-0.2570678017079393,-0.2837356175298516,0.8781641695765556,Neue
neu berechnung,2.517921858034339,-0.33433386052073694,-0.12689829223014779,-0.19656095509481505,1.0229719330699665,neu berechnung
berechnung zeig,2.4383197489805357,-0.30220913335161353,-0.09477356506102437,-0.23788722538421242,1.0972906201163672,berechnung zeig
Kleinverbrauchern,2.419614498480874,-0.29450818805719603,-0.08707261976660687,-0.31732783376224144,1.236852614528044,Kleinverbrauchern
zeig kleinverbraucher,2.419614498480874,-0.29450818805719603,-0.08707261976660687,-0.31732783376224144,1.236852614528044,zeig kleinverbraucher
kleinverbraucher luft,2.5340920107613183,-0.34073535044800807,-0.13329978215741878,-0.3911609958240954,1.3595927780644164,kleinverbraucher luft
luft oben,2.6773706303373777,-0.3957351635644319,-0.18829959527384268,-0.42984916428095044,1.423751923568081,luft oben
oben geb,2.783235235882044,-0.4345139637065695,-0.22707839541598016,-0.45930747931627164,1.4675559026204383,oben geb
Bessere,2.976589287812901,-0.5016780694730729,-0.2942425011824838,-0.5140071746041504,1.5398483793504332,Bessere
Noten,3.6601329376365888,-0.7083994272385844,-0.5009638589479952,-0.7013836986678305,1.7277650843119556,Noten
gut not,3.6601329376365888,-0.7083994272385844,-0.5009638589479952,-0.7013836986678305,1.7277650843119556,gut not
erhält,3.1154998385892334,-0.5472895599194917,-0.33985399162890256,-0.5231090056448608,1.5580678543774835,erhält
not erhalt,3.1154998385892334,-0.5472895599194917,-0.33985399162890256,-0.5231090056448608,1.5580678543774835,not erhalt
erhalt industrie,2.8453345786037616,-0.4565806217111627,-0.24914505342057366,-0.3922587137437617,1.3934001092458344,erhalt industrie
Gasnachfrage,5.8136003433643735,-0.03345786949978183,-0.9636644498182593,-0.15662648714813093,0.8201124432393582,Gasnachfrage
hoch gasnachfrage,3.490936368442621,-0.6610699593678727,-0.4536343910772835,-0.08910423161940856,0.8759338923966447,hoch gasnachfrage
verschärfe,2.7222996948994687,-0.4123769578866254,-0.20494138959603617,-0.19857669711951814,1.0587066503237066,verschärfe
gasnachfrage verschärf,2.7222996948994687,-0.4123769578866254,-0.20494138959603617,-0.19857669711951814,1.0587066503237066,gasnachfrage verschärf
Sensitivität,2.60747497069878,-0.36928226760802474,-0.16184669931743537,-0.1981476515314995,1.0409456717195282,Sensitivität
verschärf sensitivität,2.60747497069878,-0.36928226760802474,-0.16184669931743537,-0.1981476515314995,1.0409456717195282,verschärf sensitivität
Gasmarktes,3.3539077872220084,-0.6210261283748896,-0.4135905600843003,-0.049060400626425346,0.7332882351485879,Gasmarktes
sensitivität gasmarkt,3.3539077872220084,-0.6210261283748896,-0.4135905600843003,-0.049060400626425346,0.7332882351485879,sensitivität gasmarkt
geopolitische,2.572532040665413,-0.3557906024439615,-0.1483550341533722,-0.1647545172222958,0.9572187168939569,geopolitische
gasmarkt geopolitisch,2.572532040665413,-0.3557906024439615,-0.1483550341533722,-0.1647545172222958,0.9572187168939569,gasmarkt geopolitisch
geopolitisch entwicklung,2.3917906145064642,-0.2829422552417618,-0.07550668695117256,-0.19490865317554926,0.9965329037246536,geopolitisch entwicklung
Nachfragerückgang,2.2358151921522036,-0.21550585950863954,-0.008070291218050392,-0.21616196700965226,1.0130172997307267,Nachfragerückgang
mit nachfragerückgang,2.2358151921522036,-0.21550585950863954,-0.008070291218050392,-0.21616196700965226,1.0130172997307267,mit nachfragerückgang
nachfragerückgang prozent,2.147484505207616,-0.17519711830651377,0.03223844998407543,-0.22411286312039239,1.0107944778020632,nachfragerückgang prozent
prozent sei,2.1259196427072737,-0.16510444052215312,0.042331127768435846,-0.22545617430605297,1.0086554392885072,prozent sei
sei möglich,2.5581954523907875,-0.35020206724810793,-0.14276649895751875,-0.11070518112883651,0.8062603349336996,sei möglich
fairen,2.0672727368423858,-0.1371301788794397,0.07030538941114965,-0.2277726380042784,0.9992752377214781,fairen
möglich fair,2.0672727368423858,-0.1371301788794397,0.07030538941114965,-0.2277726380042784,0.9992752377214781,möglich fair
Beitrag,2.281386935410658,-0.2356835217548298,-0.02824795346424064,-0.16207939918196665,0.8918919125936762,Beitrag
fair beitrag,2.054698801109155,-0.1310292271289082,0.07640634116168078,-0.22800264276629315,0.9965462072195976,fair beitrag
De…,2.041335756000037,-0.1245043346589484,0.08293123363164086,-0.228140399368763,0.9933543206556527,De…
beitrag de…,2.041335756000037,-0.1245043346589484,0.08293123363164086,-0.228140399368763,0.9933543206556527,beitrag de…
+734,2.0334704127025782,-0.12064385504832693,0.08679171324226229,-0.22816955528628854,0.9913325170122973,+734
de… +734,2.0334704127025782,-0.12064385504832693,0.08679171324226229,-0.22816955528628854,0.9913325170122973,de… +734
+734 chars,2.02594436766575,-0.11693590497822197,0.09049966331236733,-0.22816115005082616,0.9892971070342259,+734 chars
prozent füll,4.829889860159866,-0.9857236228512496,-0.7782880545606603,0.19070490890585579,-0.9432266540455435,prozent füll
füll rund,1.9011327474870015,-0.05334985014017328,0.154085718150416,0.006719159965345995,-0.010852881334467263,füll rund
gehören,2.4853942038125285,-0.3213312390189158,-0.11389567072832642,-0.27693783137440003,1.1783089359702372,gehören
prozent gehör,1.878952441045678,-0.04161436805799368,0.16582120023259544,0.0027790395865219366,0.000882600747712467,prozent gehör
gehör österreich,1.9269598120672218,-0.06684349276057833,0.14059207553001074,0.011174051101156017,-0.02434652395487226,gehör österreich
österreich mit,2.028219510725381,-0.11805827860036155,0.08937728969022767,0.027377441048628152,-0.07556130979465549,österreich mit
vorhandenen,2.8543974268777212,-0.4597607206712474,-0.252325152380658,0.11220500707721681,-0.4172637518655413,vorhandenen
mit vorhanden,2.8543974268777212,-0.4597607206712474,-0.252325152380658,0.11220500707721681,-0.4172637518655413,mit vorhanden
vorhanden gasreserve,4.178752877293905,-0.8409128060319636,-0.6334772377413742,0.17356072492875382,-0.7984158372262575,vorhanden gasreserve
gasreserve österreich,2.559507190268557,-0.35071469488518897,-0.1432791265945999,0.08893287191163128,-0.3082177260794829,gasreserve österreich
österreich kommend,2.3577824734895665,-0.2686215061576317,-0.06118593786704243,0.06924141421933745,-0.22612453735192561,österreich kommend
winter gut,2.2083716691125352,-0.20315540137792715,0.004280166912662076,0.052022667264938274,-0.1606584325722211,winter gut
gerüstet,2.6689457005756,-0.3925834844590056,-0.1851479161684165,0.09823457745830169,-0.35008651565329946,gerüstet
gut rüst,2.6689457005756,-0.3925834844590056,-0.1851479161684165,0.09823457745830169,-0.35008651565329946,gut rüst
rüst sag,2.188849051660793,-0.19427581721952739,0.013159751071061819,0.049575175536285924,-0.1517788484138214,rüst sag
sag ministerin,2.222264302351268,-0.20942659082285517,-0.001991022532266083,0.05373459217450984,-0.16692962201714923,sag ministerin
Leonore,3.24749837965488,0.6003892849018027,-0.3813493610466637,-0.09292671992973181,-0.5462879605315468,Leonore
ministerin leonore,2.3149189431040678,-0.25027463187355825,-0.042839063582968934,0.06455838650908705,-0.20777766306785203,ministerin leonore
Gewessler,3.303702840694471,0.5477711505155329,-0.39850830279254146,-0.07242338413309589,-0.5634469022774243,Gewessler
